ID,Name,Level,Subject,SubjID,Date,Attendance,Score
S1046,Parker Robin Prince,Freshman,Biology,BIO101,3/21/2023,Late,55
S0138,Sheena Shelley Lee,Junior,Chemistry,CHEM101,10/31/2023,Present,52
S0123,Jessica Jon Davis,Sophomore,Biology,BIO101,8/24/2023,Excused,80
S1468,Ronald Aaron Goodwin,Sophomore,Math,MATH101,11/14/2023,Excused,74
S1275,John Richard Moore,Junior,Math,MATH101,12/8/2023,Present,98
S1350,Thomas William Flowers,Junior,Physics,PHYS101,1/1/2023,Late,90
S1843,Richard Ronnie Rocha,Sophomore,English,ENG101,1/14/2023,Late,86
S1939,Anthony Nicole Barry,Freshman,Chemistry,CHEM101,8/25/2023,Late,92
S0134,Samantha Jennifer Aguilar,Freshman,Physics,PHYS101,8/25/2023,Absent,88
S0587,Alfred Christopher Flores,Sophomore,Math,MATH101,3/9/2023,Late,86
S0108,Cameron Amanda Brown,Freshman,Chemistry,CHEM101,3/10/2023,Present,86
S1996,Amanda Stephanie Price,Freshman,Chemistry,CHEM101,8/18/2023,Excused,96
S1235,Denise Tonya Mcneil,Senior,Chemistry,CHEM101,3/25/2023,Present,100
S1843,Richard Ronnie Rocha,Sophomore,Biology,BIO101,6/20/2023,Excused,81
S0977,Donna Kyle Burns,Sophomore,English,ENG101,12/20/2023,Late,74
S0954,Jennifer Thomas Walls,Sophomore,Physics,PHYS101,11/28/2023,Absent,59
S1180,Kayla Catherine Reed,Senior,English,ENG101,3/31/2023,Absent,99
S0068,Chad John Burgess,Freshman,Physics,PHYS101,6/10/2023,Excused,82
S1575,Lisa Kimberly Carrillo,Senior,Chemistry,CHEM101,6/12/2023,Present,74
S1220,Jessica Andre Marshall,Freshman,English,ENG101,12/10/2023,Present,54
S1594,Joshua Matthew Nguyen,Junior,Physics,PHYS101,2/27/2023,Absent,88
S1555,Brent Sarah Collins,Sophomore,Math,MATH101,5/1/2023,,72
S0701,Alyssa Joshua Forbes,Junior,Math,MATH101,10/27/2023,Absent,76
S1274,Tracey Christopher Johnson,Sophomore,Biology,BIO101,9/10/2023,Present,68
S0444,Lori Patrick Garcia,Junior,English,ENG101,8/13/2023,Present,68
S0355,Tammy Sergio Robles,Senior,Chemistry,CHEM101,7/13/2023,Absent,68
S0911,Preston Theresa Ramirez,Junior,Biology,BIO101,4/29/2023,,89
S1136,Christy Gregory Whitney,Senior,Physics,PHYS101,8/10/2023,Absent,63
S0377,Willie James Rasmussen,Freshman,Chemistry,CHEM101,8/14/2023,Present,64
S0395,Matthew Deanna Jarvis,Freshman,Math,MATH101,5/6/2023,Absent,64
S1611,Douglas Bianca Porter,Senior,English,ENG101,7/27/2023,Late,85
S1401,Whitney Bobby Gay,Senior,Chemistry,CHEM101,8/3/2023,Excused,85
S1383,Natalie Dale Meyer,Sophomore,Math,MATH101,4/1/2023,Late,99
S0632,Samantha Joel Garcia,Senior,Biology,BIO101,2/3/2023,Present,98
S1068,Richard Antonio Brown,Freshman,English,ENG101,3/21/2023,Excused,90
S1644,Jennifer Jennifer Griffin,Senior,Chemistry,CHEM101,6/23/2023,Absent,87
S1463,Joshua Shannon Jordan,Junior,Chemistry,CHEM101,8/25/2023,Excused,77
S1992,Craig Yolanda Coleman,Freshman,Math,MATH101,10/7/2023,Absent,59
S1477,Heidi Lisa House,Junior,Physics,PHYS101,10/7/2023,Absent,93
S0535,Barry Dana Phelps,Senior,Physics,PHYS101,10/4/2023,Excused,97
S0962,Linda Gregory Robinson,Senior,English,ENG101,3/10/2023,,98
S1265,Timothy Emma Morgan,Senior,Physics,PHYS101,11/2/2023,Absent,51
S0111,James Jessica Myers,Junior,English,ENG101,5/31/2023,Absent,79
S1320,Kayla Michael Branch,Freshman,English,ENG101,6/8/2023,Present,78
S1916,Jason Steven Hall,Freshman,English,ENG101,2/24/2023,Late,79
S1336,Brian Joanna Morales,Senior,Chemistry,CHEM101,6/13/2023,Excused,98
S1481,Diane Megan Moon,Senior,Physics,PHYS101,7/17/2023,Absent,69
S1380,David Christopher Richmond,Junior,Physics,PHYS101,2/6/2023,Present,57
S0448,Brian Daniel Curtis,Junior,Math,MATH101,10/31/2023,Late,76
S1996,Amanda Stephanie Price,Freshman,Biology,BIO101,10/21/2023,Excused,89
S0971,Elizabeth Michelle Little,Senior,English,ENG101,10/21/2023,Excused,71
S1221,Megan Toni Smith,Junior,Physics,PHYS101,4/1/2023,Absent,51
S0570,Christian Paul Velez,Freshman,Chemistry,CHEM101,1/22/2023,Present,87
S1499,William Kayla Russell,Senior,Chemistry,CHEM101,10/7/2023,Present,52
S1892,Dustin Kathleen Lopez,Sophomore,Chemistry,CHEM101,9/9/2023,Absent,93
S0633,Scott Adam Norton,Sophomore,Physics,PHYS101,11/4/2023,Late,66
S1628,Peggy Ryan Garcia,Freshman,Physics,PHYS101,6/21/2023,Absent,63
S0509,Stephanie Michael Dean,Sophomore,Physics,PHYS101,7/24/2023,Excused,88
S1243,Marissa David Burton,Sophomore,Math,MATH101,3/8/2023,Late,73
S1898,Ronnie Peggy Leon,Sophomore,Math,MATH101,5/30/2023,Late,94
S1592,Robert Nicholas Gates,Senior,English,ENG101,8/15/2023,Late,86
S0431,Michael Craig Hale,Sophomore,Biology,BIO101,3/27/2023,Present,52
S1123,Kevin Lisa Miller,Sophomore,English,ENG101,12/30/2023,Present,97
S0332,Joe Michael Rodriguez,Sophomore,Math,MATH101,11/3/2023,Absent,54
S0891,Peter Mark Ellison,Senior,Math,MATH101,4/18/2023,Excused,76
S1964,Ashley Eileen Garner,Senior,Math,MATH101,10/5/2023,Present,84
S0176,Toni Nicholas Rocha,Senior,Math,MATH101,5/24/2023,Late,82
S1975,Tyrone Zachary Ware,Junior,Chemistry,CHEM101,10/11/2023,Excused,56
S1317,Peter Michael Hernandez,Senior,English,ENG101,10/13/2023,Present,78
S0529,Kyle Roberto Macias,Junior,Chemistry,CHEM101,3/1/2023,Absent,90
S0267,Nathan Sherry Long,Sophomore,English,ENG101,5/27/2023,Absent,57
S0434,Kimberly Christopher Ferguson,Senior,Chemistry,CHEM101,6/9/2023,Absent,83
S1724,Gordon Seth Dougherty,Sophomore,Chemistry,CHEM101,3/23/2023,Present,65
S1378,Marissa Walter Jones,Senior,Physics,PHYS101,8/29/2023,Excused,87
S0184,Gregory Brian Russell,Freshman,Biology,BIO101,1/25/2023,Absent,82
S1717,Mark Erica Donovan,Junior,English,ENG101,10/18/2023,Late,61
S1320,Kayla Michael Branch,Freshman,Math,MATH101,4/4/2023,Excused,98
S1811,Brett Vicki Dixon,Junior,Chemistry,CHEM101,9/19/2023,Absent,89
S0364,Manuel Jennifer Johnson,Junior,Biology,BIO101,5/27/2023,Excused,82
S1340,Bianca Savannah Thompson,Junior,Biology,BIO101,6/4/2023,Late,84
S0493,Timothy Christian Miller,Senior,Chemistry,CHEM101,5/14/2023,Absent,92
S0607,Kim Andrea Clayton,Sophomore,Chemistry,CHEM101,9/25/2023,Excused,
S1863,Micheal Ronald Carr,Senior,English,ENG101,12/21/2023,Absent,68
S0583,Judith John Snyder,Freshman,Biology,BIO101,3/20/2023,Excused,83
S0494,Mark Donna Mahoney,Senior,English,ENG101,2/25/2023,Absent,55
S0373,Shawn Sydney Levy,Junior,Chemistry,CHEM101,2/20/2023,Excused,78
S0743,Joshua Carl White,Freshman,Biology,BIO101,6/25/2023,Late,75
S1971,Katrina Michael Jordan,Freshman,Math,MATH101,3/20/2023,Excused,98
S0749,Andrew Erika Harris,Sophomore,English,ENG101,8/30/2023,Absent,
S0350,Ashley Elizabeth Clark,Freshman,Chemistry,CHEM101,2/20/2023,Excused,60
S1126,Jacqueline Shane Fox,Senior,Physics,PHYS101,2/15/2023,Present,59
S1557,Samantha Michael Roberts,Senior,English,ENG101,7/30/2023,Present,67
S0281,Edward Joshua Whitaker,Junior,Physics,PHYS101,8/25/2023,Excused,65
S0590,Phillip Albert Thompson,Junior,Biology,BIO101,3/4/2023,Late,96
S0200,Brooke Robert Lee,Junior,Chemistry,CHEM101,2/26/2023,Late,89
S0465,William Ross Martinez,Junior,Physics,PHYS101,3/25/2023,Present,59
S1911,Kerry James Miller,Freshman,Chemistry,CHEM101,12/6/2023,Late,69
S0880,David Christopher Fowler,Sophomore,Math,MATH101,9/5/2023,Present,96
S1412,Christopher Melanie Neal,Sophomore,Chemistry,CHEM101,11/9/2023,Excused,63
S0629,Elizabeth James Ramsey,Sophomore,Math,MATH101,11/17/2023,Present,57
S1086,Thomas Sheryl Hardy,Junior,Physics,PHYS101,10/25/2023,Present,75
S0125,Jeremy Larry Cook,Sophomore,Physics,PHYS101,8/7/2023,Late,65
S0994,Tristan Catherine Williams,Junior,English,ENG101,11/18/2023,Late,69
S1285,Gina Stephanie Jones,Sophomore,English,ENG101,10/4/2023,Present,67
S0307,Jennifer Melinda Davis,Senior,Chemistry,CHEM101,1/13/2023,Present,75
S0798,Christopher Tammy Ellis,Freshman,Biology,BIO101,7/9/2023,Excused,67
S0823,Randy Jason Hardin,Junior,Biology,BIO101,10/5/2023,Excused,67
S1843,Richard Ronnie Rocha,Sophomore,Chemistry,CHEM101,10/1/2023,Present,52
S1185,Jonathan Melissa Sanford,Junior,Chemistry,CHEM101,5/9/2023,Excused,86
S0308,Chelsea Nicole Matthews,Freshman,Physics,PHYS101,10/13/2023,Late,87
S0187,Frank Natasha Cisneros,Sophomore,English,ENG101,9/7/2023,Absent,60
S1968,Lisa Donna Johnson,Sophomore,Physics,PHYS101,5/6/2023,Late,76
S1724,Gordon Seth Dougherty,Sophomore,Physics,PHYS101,2/1/2023,Present,55
S0157,Nicole Jimmy Riley,Senior,Biology,BIO101,8/27/2023,Absent,57
S0047,Brian Ashley Pearson,Sophomore,Biology,BIO101,2/9/2023,Present,70
S0692,Kathleen Charles Johnson,Sophomore,English,ENG101,11/13/2023,Excused,55
S0007,Kristin Paul Liu,Junior,Biology,BIO101,7/2/2023,Absent,74
S1517,Christian John Carr,Freshman,Biology,BIO101,1/15/2023,Present,69
S0057,Jennifer Gina Miller,Sophomore,Physics,PHYS101,12/28/2023,Absent,87
S0660,Jason Tammy Barnett,Senior,Chemistry,CHEM101,4/4/2023,Excused,92
S0190,Clarence Stephanie Christensen,Sophomore,English,ENG101,8/19/2023,Absent,91
S1699,Ashley Victoria Johnson,Freshman,Biology,BIO101,6/17/2023,Late,90
S1212,Bryan John Johnson,Junior,Physics,PHYS101,9/24/2023,Absent,63
S1634,Michael Francisco Silva,Sophomore,Chemistry,CHEM101,9/24/2023,Absent,86
S0276,Susan Kayla Cruz,Sophomore,Math,MATH101,5/1/2023,Absent,98
S0039,Brandon Joshua Wood,Freshman,Biology,BIO101,6/25/2023,Present,84
S1033,Gabrielle Ricky Ross,Freshman,Physics,PHYS101,11/5/2023,Absent,89
S1684,David Michael Hanson,Senior,Biology,BIO101,4/17/2023,Excused,76
S0155,Karen Julie Foster,Senior,Math,MATH101,12/30/2023,Excused,98
S0739,Mary Anna Khan,Senior,Chemistry,CHEM101,5/10/2023,Excused,52
S0062,Tabitha Robert Townsend,Junior,Chemistry,CHEM101,7/26/2023,Present,78
S0759,Kelly Juan Thompson,Freshman,English,ENG101,5/30/2023,Excused,99
S1170,Julie Ronald Sanders,Junior,Math,MATH101,5/17/2023,Late,89
S1488,Susan Deanna Adams,Senior,Physics,PHYS101,9/8/2023,Excused,81
S0449,Jaime Walter Clayton,Freshman,Physics,PHYS101,3/25/2023,Present,81
S1693,Dawn Brian Baker,Sophomore,Physics,PHYS101,8/20/2023,Excused,56
S1022,Stephanie Keith Dalton,Junior,Math,MATH101,5/23/2023,Present,60
S0264,Vincent Taylor Diaz,Sophomore,Chemistry,CHEM101,12/10/2023,Late,94
S0331,Robert Shannon Browning,Freshman,English,ENG101,4/12/2023,Absent,92
S1394,Samantha Nancy Smith,Senior,Biology,BIO101,9/14/2023,Excused,95
S1327,Julia Belinda Burns,Senior,Math,MATH101,4/6/2023,Absent,80
S0326,Joshua Megan Brown,Sophomore,Biology,BIO101,10/19/2023,Late,75
S0645,Vanessa Karen Faulkner,Freshman,Chemistry,CHEM101,10/5/2023,Late,56
S0968,Rachael Katie Williams,Sophomore,Chemistry,CHEM101,9/20/2023,Present,63
S1037,Julia Margaret Lynch,Sophomore,Chemistry,CHEM101,7/20/2023,Late,70
S1657,Bradley Oscar Simpson,Senior,Physics,PHYS101,9/15/2023,Present,60
S1900,Shane Amy Montoya,Senior,Biology,BIO101,9/13/2023,Excused,55
S0890,Abigail Linda Lyons,Junior,English,ENG101,6/27/2023,Excused,63
S1794,Linda Raymond Ross,Freshman,Chemistry,CHEM101,11/2/2023,Excused,68
S1133,Randy Lauren Brown,Junior,Physics,PHYS101,7/26/2023,Late,68
S0889,Joshua Heather Simmons,Sophomore,Physics,PHYS101,1/13/2023,Absent,91
S1690,Pamela Matthew Smith,Junior,English,ENG101,8/19/2023,Present,70
S1995,Adam Kelly Sherman,Sophomore,English,ENG101,12/21/2023,Present,61
S0380,Shane Bradley Hunt,Freshman,Physics,PHYS101,7/28/2023,Absent,99
S0353,Carol Karen Snyder,Sophomore,Math,MATH101,9/24/2023,Present,52
S0294,Cameron Ricky Hess,Senior,Math,MATH101,11/18/2023,,60
S0027,Matthew Christine Shelton,Junior,Biology,BIO101,4/30/2023,Excused,54
S1305,Jesse Linda Patrick,Senior,English,ENG101,12/23/2023,Absent,94
S0882,Lori Julie Weaver,Junior,English,ENG101,12/12/2023,Present,72
S1904,Gina Nicholas Carroll,Sophomore,Chemistry,CHEM101,2/4/2023,Excused,87
S1575,Lisa Kimberly Carrillo,Senior,Math,MATH101,2/10/2023,Late,93
S1272,William Jennifer Cantrell,Freshman,Chemistry,CHEM101,4/13/2023,Absent,95
S0022,Juan Jennifer Gonzalez,Junior,Chemistry,CHEM101,2/2/2023,Present,70
S1234,Anna Hector Smith,Senior,Biology,BIO101,12/24/2023,Present,75
S1541,Dakota Cheryl Sandoval,Senior,Biology,BIO101,11/14/2023,Absent,80
S1449,Carla Amy Thompson,Senior,Math,MATH101,3/29/2023,Excused,83
S0271,Bruce Jason Thompson,Freshman,Chemistry,CHEM101,7/1/2023,Present,66
S0452,John David Rivera,Sophomore,Math,MATH101,6/29/2023,Excused,90
S1428,David Kristie George,Senior,Biology,BIO101,9/5/2023,Absent,94
S1394,Samantha Nancy Smith,Senior,English,ENG101,2/20/2023,Absent,96
S1683,Vincent Julie Maxwell,Sophomore,English,ENG101,2/24/2023,Present,57
S1571,Lauren Ronald Reese,Senior,Physics,PHYS101,2/1/2023,Excused,89
S0808,John Chelsea Graham,Freshman,Biology,BIO101,5/10/2023,Late,66
S0667,Lori Maria Lam,Freshman,Biology,BIO101,4/15/2023,Present,90
S1665,Alexander Jennifer Finley,Sophomore,Math,MATH101,9/5/2023,Absent,57
S1622,Gary Frank Lucas,Sophomore,English,ENG101,2/24/2023,Excused,86
S1777,Christopher Robert Mcgee,Senior,Physics,PHYS101,11/8/2023,Absent,79
S1306,Jesse Brenda Vang,Junior,English,ENG101,4/24/2023,Present,88
S1261,David Justin Bradley,Senior,Biology,BIO101,10/10/2023,Late,94
S0947,Terri Tammy Williams,Freshman,English,ENG101,12/13/2023,Absent,76
S0855,Michele Ryan Gallagher,Freshman,Chemistry,CHEM101,10/16/2023,Absent,51
S1967,Kathryn Ana Mitchell,Freshman,English,ENG101,6/11/2023,Present,57
S1996,Amanda Stephanie Price,Freshman,Math,MATH101,2/11/2023,Absent,67
S1418,Bryan Chris Mccall,Sophomore,Chemistry,CHEM101,11/25/2023,Excused,65
S0513,Matthew Patricia Greene,Sophomore,Biology,BIO101,9/7/2023,Late,77
S0584,Elizabeth Ryan Villanueva,Junior,Chemistry,CHEM101,2/11/2023,Late,74
S1855,Danielle Alexis Harris,Freshman,Math,MATH101,10/16/2023,Present,68
S0148,Morgan Christian Lewis,Senior,Chemistry,CHEM101,11/29/2023,Present,63
S1114,Tommy Amanda Williams,Senior,Chemistry,CHEM101,3/29/2023,Excused,71
S0991,Lisa Amanda Bullock,Senior,Math,MATH101,1/4/2023,Absent,78
S1890,Rebecca Denise Brown,Junior,Physics,PHYS101,9/1/2023,Present,84
S0809,Douglas Debra Kramer,Freshman,Math,MATH101,4/2/2023,Absent,77
S0066,Gary Joanna Reeves,Sophomore,Chemistry,CHEM101,8/9/2023,Excused,78
S1444,Craig William Martin,Sophomore,Physics,PHYS101,5/25/2023,,65
S0092,Briana Rebecca Holmes,Sophomore,Biology,BIO101,8/7/2023,Absent,77
S1889,Corey Larry Bell,Senior,Chemistry,CHEM101,8/19/2023,Absent,89
S1958,Kathryn Jeffrey Simpson,Sophomore,Math,MATH101,3/13/2023,Present,63
S0250,Brian Daniel Clark,Junior,English,ENG101,8/26/2023,Absent,83
S1611,Douglas Bianca Porter,Senior,Chemistry,CHEM101,10/20/2023,Excused,96
S0130,Veronica Phillip Ellis,Sophomore,Physics,PHYS101,7/12/2023,Absent,79
S0985,Paul Jason Gray,Sophomore,Chemistry,CHEM101,1/23/2023,Late,86
S1576,Paul Vanessa Williams,Junior,Physics,PHYS101,9/9/2023,Present,98
S1239,Toni Debbie Moss,Sophomore,Biology,BIO101,3/26/2023,Absent,57
S0920,Laura Nicholas Fox,Sophomore,Physics,PHYS101,2/15/2023,Present,94
S0873,Carla Lori Hoffman,Freshman,English,ENG101,1/10/2023,Late,71
S0157,Nicole Jimmy Riley,Senior,Math,MATH101,1/20/2023,Excused,58
S0976,Luke Anna Paul,Senior,Chemistry,CHEM101,1/25/2023,,56
S0050,Doris Kristina Miller,Sophomore,English,ENG101,10/8/2023,Late,91
S1572,Kelly Stephen Cordova,Junior,Math,MATH101,5/15/2023,Absent,66
S0879,Sherri Austin Bates,Freshman,Physics,PHYS101,2/19/2023,Present,64
S0237,Jonathan Sara Greene,Junior,English,ENG101,9/20/2023,Present,71
S0653,Mark Cristian Mccullough,Senior,Math,MATH101,9/20/2023,Excused,72
S0796,Karen Angela Martin,Junior,Math,MATH101,6/7/2023,Absent,62
S1905,Michele Trevor Lopez,Sophomore,Math,MATH101,9/30/2023,Absent,55
S0527,Ariel Anne Dennis,Senior,Physics,PHYS101,2/25/2023,Late,69
S0456,Jennifer Lisa Romero,Junior,English,ENG101,8/12/2023,Excused,60
S0237,Jonathan Sara Greene,Junior,English,ENG101,11/13/2023,Absent,77
S1090,Brandon Shaun Clayton,Sophomore,English,ENG101,8/31/2023,Present,56
S0318,Mark Joseph Alexander,Junior,Biology,BIO101,3/11/2023,Present,74
S1358,Debra Nicole Savage,Junior,English,ENG101,3/5/2023,Present,65
S0193,Cheryl Austin Meadows,Freshman,Physics,PHYS101,11/8/2023,Absent,57
S1789,Leonard Gary Thomas,Sophomore,Biology,BIO101,9/28/2023,Absent,77
S1603,Philip Jamie Bowen,Sophomore,Physics,PHYS101,5/3/2023,Absent,52
S0499,Kenneth Jeffrey Barker,Sophomore,Math,MATH101,7/8/2023,Absent,65
S0381,Alexander Amanda Robinson,Sophomore,Math,MATH101,12/12/2023,Late,60
S1526,Kristen Gary Silva,Junior,Math,MATH101,12/13/2023,Absent,97
S1707,Curtis Charles Mcmillan,Junior,Math,MATH101,11/19/2023,Absent,96
S1189,Jessica Peter Sharp,Freshman,Chemistry,CHEM101,8/24/2023,Absent,64
S1691,Thomas Katherine Fuentes,Freshman,Biology,BIO101,11/27/2023,Absent,74
S0076,Jennifer Michael Baldwin,Junior,Math,MATH101,10/19/2023,Absent,81
S0816,Alexander Matthew Mcdonald,Junior,Biology,BIO101,1/26/2023,Late,58
S0908,Kent Jason Castro,Senior,English,ENG101,10/19/2023,Late,96
S0061,Robert Bryce Guerra,Freshman,Math,MATH101,7/26/2023,Late,89
S1834,Karen Todd Molina,Senior,Chemistry,CHEM101,2/14/2023,Present,55
S1490,Jesus Devin Johnson,Senior,Physics,PHYS101,9/30/2023,Absent,91
S0740,Amber Lisa Johnson,Senior,Physics,PHYS101,12/27/2023,Late,69
S0266,James Peter Smith,Junior,Chemistry,CHEM101,8/24/2023,Late,60
S1815,Jacob Rebecca Olson,Junior,Chemistry,CHEM101,9/25/2023,Absent,86
S0791,James Heather Williams,Sophomore,Physics,PHYS101,6/7/2023,Present,50
S0155,Karen Julie Foster,Senior,Physics,PHYS101,4/1/2023,Late,96
S1245,Lawrence Margaret Roberts,Freshman,Physics,PHYS101,10/10/2023,Excused,56
S0306,Courtney Stacey Thomas,Sophomore,Biology,BIO101,3/27/2023,Absent,91
S1693,Dawn Brian Baker,Sophomore,Math,MATH101,10/10/2023,Absent,87
S1417,Taylor Christopher Frank,Senior,Chemistry,CHEM101,4/29/2023,Excused,100
S0973,Matthew Cody Ayers,Junior,Chemistry,CHEM101,7/20/2023,Absent,64
S0737,Colleen Nathaniel Wallace,Freshman,Math,MATH101,4/29/2023,Late,100
S1290,Caroline Adam Bailey,Senior,Biology,BIO101,9/23/2023,Late,75
S1600,Kara Nathan Adams,Freshman,Chemistry,CHEM101,4/6/2023,Late,96
S0134,Samantha Jennifer Aguilar,Freshman,Math,MATH101,5/23/2023,Present,91
S1907,Amanda Kelsey Marshall,Freshman,Biology,BIO101,3/2/2023,,69
S1209,Darrell Brittany Pugh,Freshman,Chemistry,CHEM101,7/11/2023,Late,57
S1686,Joshua Amanda Smith,Sophomore,English,ENG101,5/7/2023,Present,89
S1172,Thomas Collin Short,Junior,English,ENG101,9/27/2023,Late,68
S0971,Elizabeth Michelle Little,Senior,English,ENG101,5/24/2023,Late,100
S0330,Ryan Veronica Aguilar,Junior,English,ENG101,8/6/2023,Late,52
S0110,Patrick Hannah Walker,Sophomore,Biology,BIO101,10/29/2023,Excused,68
S1711,Matthew Richard Clark,Junior,English,ENG101,5/2/2023,Absent,70
S1348,Joseph Michael Frank,Sophomore,Chemistry,CHEM101,10/5/2023,Present,58
S0990,James Richard Torres,Senior,Biology,BIO101,6/4/2023,Late,88
S0027,Matthew Christine Shelton,Junior,English,ENG101,4/11/2023,Late,74
S0838,Timothy Andrea Boyer,Junior,Chemistry,CHEM101,2/5/2023,Late,83
S0593,Kevin Mark Johnston,Freshman,English,ENG101,10/5/2023,Present,53
S1437,Kevin Kristin Lee,Senior,Chemistry,CHEM101,11/8/2023,Present,53
S0609,Kimberly Eric Garcia,Junior,Chemistry,CHEM101,2/15/2023,Absent,73
S1231,Travis Jimmy Hudson,Senior,Physics,PHYS101,10/20/2023,Absent,100
S0020,April Dalton Davis,Freshman,Math,MATH101,11/15/2023,Excused,69
S1535,John Tammy Curtis,Freshman,Physics,PHYS101,11/1/2023,Late,58
S1535,John Tammy Curtis,Freshman,English,ENG101,3/17/2023,Excused,99
S1396,Sandra Melissa Johnson,Junior,Physics,PHYS101,5/20/2023,Absent,81
S0184,Gregory Brian Russell,Freshman,Biology,BIO101,11/12/2023,Absent,61
S1900,Shane Amy Montoya,Senior,Math,MATH101,11/26/2023,,94
S0101,Paul Anthony Taylor,Sophomore,Physics,PHYS101,5/8/2023,Late,73
S0394,Sara Raymond Walker,Senior,Math,MATH101,6/15/2023,Late,87
S0946,Christopher Rebecca Mills,Junior,Biology,BIO101,7/6/2023,Present,50
S0094,Nicole Scott Burns,Sophomore,Biology,BIO101,1/6/2023,Late,69
S1228,Anthony Becky Martin,Senior,Chemistry,CHEM101,10/5/2023,Present,66
S0376,Christopher Daniel Jones,Junior,Physics,PHYS101,8/21/2023,Absent,84
S1681,Jennifer Jenna Henderson,Junior,Chemistry,CHEM101,1/9/2023,Absent,63
S1966,Maria Wanda Hall,Sophomore,Biology,BIO101,2/2/2023,Late,62
S0892,Timothy Donald Alvarez,Junior,Math,MATH101,2/7/2023,Late,60
S1773,Steven Vincent Moore,Senior,Physics,PHYS101,6/7/2023,Present,59
S1073,Jeffrey Alex Hamilton,Junior,Physics,PHYS101,5/8/2023,Excused,51
S1013,Jeremy Kathleen Welch,Freshman,English,ENG101,12/6/2023,Present,61
S0227,Eric Richard Romero,Junior,Chemistry,CHEM101,9/10/2023,Absent,86
S0458,Christopher Sharon Tran,Junior,Physics,PHYS101,6/4/2023,Late,63
S1241,Deanna Brian Wilson,Freshman,Chemistry,CHEM101,3/12/2023,Present,59
S1958,Kathryn Jeffrey Simpson,Sophomore,Math,MATH101,11/2/2023,Excused,60
S1156,Trevor Molly Rodriguez,Freshman,Math,MATH101,8/15/2023,Present,83
S1533,Cody Jason Hamilton,Senior,Physics,PHYS101,7/14/2023,Absent,100
S1672,Robert Karen Freeman,Sophomore,Math,MATH101,7/21/2023,Present,52
S1992,Craig Yolanda Coleman,Freshman,Physics,PHYS101,3/8/2023,Excused,66
S0578,Susan David Brown,Senior,English,ENG101,9/3/2023,Excused,51
S1622,Gary Frank Lucas,Sophomore,Chemistry,CHEM101,5/10/2023,Absent,79
S0736,Joseph Joseph Sherman,Junior,Biology,BIO101,7/11/2023,Present,98
S1706,Gregory Natasha Reyes,Freshman,Biology,BIO101,8/12/2023,Present,89
S1587,Carl Nicholas King,Junior,Math,MATH101,3/27/2023,Absent,78
S0113,Nancy Ryan Ayala,Sophomore,Biology,BIO101,9/13/2023,Late,87
S1230,Sheila Joshua Barnes,Sophomore,English,ENG101,10/30/2023,Present,89
S1321,Kayla Abigail Lewis,Freshman,Math,MATH101,7/26/2023,Excused,98
S1480,Justin Jessica Jackson,Freshman,Biology,BIO101,10/11/2023,Present,64
S1574,Corey Randy Murphy,Senior,Math,MATH101,10/8/2023,Late,77
S0491,Linda Lisa Adkins,Freshman,Math,MATH101,9/23/2023,Present,66
S0759,Kelly Juan Thompson,Freshman,Physics,PHYS101,5/22/2023,Late,68
S0494,Mark Donna Mahoney,Senior,Math,MATH101,1/18/2023,,57
S1789,Leonard Gary Thomas,Sophomore,Physics,PHYS101,9/12/2023,Late,66
S0376,Christopher Daniel Jones,Junior,English,ENG101,2/7/2023,Present,65
S0811,Nancy Michael Miller,Senior,Chemistry,CHEM101,12/27/2023,Present,68
S0753,Amber Allison Stewart,Freshman,Physics,PHYS101,1/19/2023,Excused,90
S0048,Kyle John Jones,Junior,Physics,PHYS101,9/15/2023,Late,56
S0583,Judith John Snyder,Freshman,Biology,BIO101,3/29/2023,Present,93
S1700,Tiffany Katherine Howell,Junior,Math,MATH101,7/19/2023,Present,66
S1392,Jacqueline Jaime Butler,Junior,Biology,BIO101,3/22/2023,Excused,79
S0013,Mary Thomas Finley,Senior,English,ENG101,4/11/2023,Late,79
S1589,Sean Evan Smith,Junior,Math,MATH101,3/1/2023,Late,90
S0544,Krista Luis Solis,Sophomore,Biology,BIO101,11/19/2023,Late,88
S1726,John Adrian Mcmillan,Freshman,Chemistry,CHEM101,2/26/2023,Present,83
S1671,Shelby Trevor Brown,Junior,Math,MATH101,10/19/2023,Present,86
S0401,Johnny Taylor Garcia,Senior,Physics,PHYS101,11/14/2023,Absent,76
S0940,Daniel Mackenzie Hodge,Sophomore,Physics,PHYS101,6/7/2023,Excused,100
S1549,Miguel Rachel Smith,Junior,Biology,BIO101,11/18/2023,Absent,91
S0788,Chad Cody Harris,Freshman,Chemistry,CHEM101,4/28/2023,Excused,62
S0831,Tom Ryan Gill,Junior,Chemistry,CHEM101,12/24/2023,Absent,64
S0306,Courtney Stacey Thomas,Sophomore,Chemistry,CHEM101,11/19/2023,Excused,72
S1236,Kelsey Leonard Brown,Senior,Biology,BIO101,10/30/2023,,82
S0276,Susan Kayla Cruz,Sophomore,English,ENG101,11/25/2023,Excused,84
S0441,Tyrone Angela Jones,Freshman,English,ENG101,2/18/2023,Absent,94
S0163,Sherri Christopher Mack,Senior,Chemistry,CHEM101,6/9/2023,Excused,50
S0139,Billy Henry Jones,Junior,Biology,BIO101,11/22/2023,Present,94
S0999,April Xavier Wolfe,Senior,English,ENG101,8/15/2023,Absent,60
